chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
3,76840,12,148149,11,"1,56E-09","4,62E-07"
3,76840,12,152564,6,"2,03E-04","8,01E-03"
3,76840,12,160802,17,"3,17E-10","1,64E-07"
3,76840,12,166301,6,"2,03E-04","8,01E-03"
3,76840,12,173326,6,"1,56E-05","2,87E-03"
3,76840,12,180596,8,"2,34E-06","2,23E-04"
3,76840,12,182847,12,"4,01E-10","1,64E-07"
3,76840,12,189456,6,"1,56E-05","2,87E-03"
3,76840,12,199012,11,"1,56E-09","4,62E-07"
3,76840,12,205293,12,"4,01E-10","1,64E-07"
3,76840,12,230023,6,"2,03E-04","8,01E-03"
3,76840,12,276680,6,"2,03E-04","8,01E-03"
3,76840,12,725268,7,"2,32E-05","1,44E-03"
3,80721,12,15600,12,"4,01E-10","1,64E-07"
3,80721,12,17892,8,"2,34E-06","2,23E-04"
3,80721,12,22161,6,"1,56E-05","2,87E-03"
3,80721,12,32576,7,"2,32E-05","1,44E-03"
3,80721,12,36209,7,"2,32E-05","1,44E-03"
3,80721,12,38681,8,"2,34E-06","2,23E-04"
3,80721,12,43985,6,"2,03E-04","8,01E-03"
3,80721,12,48509,7,"2,32E-05","1,44E-03"
3,80721,12,60149,10,"1,73E-08","3,62E-06"
3,80721,12,69112,7,"2,32E-05","1,44E-03"
3,80721,12,83084,10,"1,73E-08","3,62E-06"
3,80721,12,87022,10,"1,03E-09","1,91E-06"
3,80721,12,92867,14,"3,17E-10","1,64E-07"
3,80721,12,96618,6,"1,56E-05","2,87E-03"
3,80721,12,107231,8,"2,34E-06","2,23E-04"
3,80721,12,108814,6,"2,03E-04","8,01E-03"
3,80721,12,110182,7,"2,32E-05","1,44E-03"
3,80721,12,112980,8,"2,34E-06","2,23E-04"
3,80721,12,117689,7,"1,12E-06","4,06E-04"
3,80721,12,128150,7,"1,12E-06","4,06E-04"
3,80721,12,129645,18,"3,17E-10","1,64E-07"
3,80721,12,131348,8,"2,34E-06","2,23E-04"
3,80721,12,139354,11,"8,40E-10","1,91E-06"
3,80721,12,142281,6,"1,56E-05","2,87E-03"
3,80721,12,144314,9,"2,10E-07","3,01E-05"
3,80721,12,146137,16,"3,17E-10","1,64E-07"
3,80721,12,148149,23,"3,17E-10","1,64E-07"
3,80721,12,152564,11,"1,56E-09","4,62E-07"
3,80721,12,160802,17,"3,17E-10","1,64E-07"
3,80721,12,173326,10,"1,73E-08","3,62E-06"
3,80721,12,180596,7,"2,32E-05","1,44E-03"
3,80721,12,191877,12,"4,01E-10","1,64E-07"
3,80721,12,199012,17,"3,17E-10","1,64E-07"
3,80721,12,205293,7,"2,32E-05","1,44E-03"
3,80721,12,227670,9,"2,10E-07","3,01E-05"
3,80721,12,244330,8,"2,34E-06","2,23E-04"
3,80721,12,326415,11,"1,56E-09","4,62E-07"
3,80721,12,354800,7,"2,32E-05","1,44E-03"
3,80721,12,399442,7,"2,32E-05","1,44E-03"
3,80721,12,637541,6,"2,03E-04","8,01E-03"
3,80721,12,957381,7,"2,32E-05","1,44E-03"
3,85559,12,17892,8,"2,34E-06","2,23E-04"
3,85559,12,32576,12,"4,01E-10","1,64E-07"
3,85559,12,36209,8,"2,34E-06","2,23E-04"
3,85559,12,48509,7,"2,32E-05","1,44E-03"
3,85559,12,64394,6,"2,03E-04","8,01E-03"
3,85559,12,69112,8,"2,34E-06","2,23E-04"
3,85559,12,77216,7,"2,32E-05","1,44E-03"
3,85559,12,81595,7,"2,32E-05","1,44E-03"
3,85559,12,83084,12,"4,01E-10","1,64E-07"
3,85559,12,87022,8,"2,34E-06","2,23E-04"
3,85559,12,92867,16,"3,17E-10","1,64E-07"
3,85559,12,101926,6,"2,03E-04","8,01E-03"
3,85559,12,107231,8,"2,34E-06","2,23E-04"
3,85559,12,110182,16,"3,17E-10","1,64E-07"
3,85559,12,112980,6,"2,03E-04","8,01E-03"
3,85559,12,126168,6,"2,03E-04","8,01E-03"
3,85559,12,129645,38,"3,17E-10","1,64E-07"
3,85559,12,131348,6,"2,03E-04","8,01E-03"
3,85559,12,134107,12,"4,01E-10","1,64E-07"
3,85559,12,142281,7,"1,12E-06","4,06E-04"
3,85559,12,143103,7,"2,32E-05","1,44E-03"
3,85559,12,144314,6,"2,03E-04","8,01E-03"
3,85559,12,146137,20,"3,17E-10","1,64E-07"
3,85559,12,148149,6,"2,03E-04","8,01E-03"
3,85559,12,152564,14,"3,17E-10","1,64E-07"
3,85559,12,160802,10,"1,73E-08","3,62E-06"
3,85559,12,173326,10,"1,73E-08","3,62E-06"
3,85559,12,180596,8,"2,34E-06","2,23E-04"
3,85559,12,182847,16,"3,17E-10","1,64E-07"
3,85559,12,186933,7,"2,32E-05","1,44E-03"
3,85559,12,189456,7,"1,12E-06","4,06E-04"
3,85559,12,195375,11,"8,40E-10","1,91E-06"
3,85559,12,199012,6,"1,56E-05","2,87E-03"
3,85559,12,205293,16,"3,17E-10","1,64E-07"
3,85559,12,211324,6,"2,03E-04","8,01E-03"
3,85559,12,227670,6,"2,03E-04","8,01E-03"
3,85559,12,230023,8,"2,34E-06","2,23E-04"
3,85559,12,280732,7,"2,32E-05","1,44E-03"
3,85559,12,338032,9,"2,10E-07","3,01E-05"
3,85559,12,376282,6,"2,03E-04","8,01E-03"
3,85559,12,434708,6,"2,03E-04","8,01E-03"
3,85559,12,639787,6,"2,03E-04","8,01E-03"
3,85559,12,846294,6,"2,03E-04","8,01E-03"
3,96173,12,110182,8,"2,34E-06","2,23E-04"
3,96173,12,129645,17,"3,17E-10","1,64E-07"
3,96173,12,134107,8,"2,34E-06","2,23E-04"
3,96173,12,142281,7,"2,32E-05","1,44E-03"
3,96173,12,146137,7,"2,32E-05","1,44E-03"
3,96173,12,148149,17,"3,17E-10","1,64E-07"
3,96173,12,152564,10,"1,03E-09","1,91E-06"
3,96173,12,160802,12,"4,01E-10","1,64E-07"
3,96173,12,166301,12,"4,01E-10","1,64E-07"
3,96173,12,180596,9,"2,10E-07","3,01E-05"
3,96173,12,182847,11,"1,56E-09","4,62E-07"
3,105541,12,36209,6,"1,56E-05","2,87E-03"
3,105541,12,48509,6,"2,03E-04","8,01E-03"
3,105541,12,81595,6,"2,03E-04","8,01E-03"
3,105541,12,129645,8,"2,34E-06","2,23E-04"
3,105541,12,142281,11,"8,40E-10","1,91E-06"
3,105541,12,148149,7,"2,32E-05","1,44E-03"
3,105541,12,160802,11,"1,56E-09","4,62E-07"
3,105541,12,173326,9,"4,80E-09","5,47E-06"
3,105541,12,354800,6,"2,03E-04","8,01E-03"
3,108179,12,32576,8,"2,34E-06","2,23E-04"
3,108179,12,37856,13,"3,22E-10","1,64E-07"
3,108179,12,48509,7,"2,32E-05","1,44E-03"
3,108179,12,69112,8,"2,34E-06","2,23E-04"
3,108179,12,83084,7,"2,32E-05","1,44E-03"
3,108179,12,87022,7,"2,32E-05","1,44E-03"
3,108179,12,92867,7,"2,32E-05","1,44E-03"
3,108179,12,101926,6,"2,03E-04","8,01E-03"
3,108179,12,108814,7,"2,32E-05","1,44E-03"
3,108179,12,110182,7,"2,32E-05","1,44E-03"
3,108179,12,112980,8,"2,34E-06","2,23E-04"
3,108179,12,126168,16,"3,17E-10","1,64E-07"
3,108179,12,126546,8,"2,34E-06","2,23E-04"
3,108179,12,129645,22,"3,17E-10","1,64E-07"
3,108179,12,142281,15,"3,17E-10","1,64E-07"
3,108179,12,143103,23,"3,17E-10","1,64E-07"
3,108179,12,144314,9,"2,10E-07","3,01E-05"
3,108179,12,146137,12,"4,01E-10","1,64E-07"
3,108179,12,148149,20,"3,17E-10","1,64E-07"
3,108179,12,152564,16,"3,17E-10","1,64E-07"
3,108179,12,160802,52,"3,17E-10","1,64E-07"
3,108179,12,166301,8,"2,34E-06","2,23E-04"
3,108179,12,182847,11,"1,56E-09","4,62E-07"
3,108179,12,205293,10,"1,73E-08","3,62E-06"
3,108179,12,211324,8,"2,34E-06","2,23E-04"
3,108179,12,230023,7,"2,32E-05","1,44E-03"
3,108179,12,256669,6,"2,03E-04","8,01E-03"
3,108179,12,258616,7,"2,32E-05","1,44E-03"
3,108179,12,320323,6,"2,03E-04","8,01E-03"
3,108179,12,360239,7,"2,32E-05","1,44E-03"
3,108179,12,599752,8,"2,34E-06","2,23E-04"
3,108179,12,1028238,7,"2,32E-05","1,44E-03"
3,112281,12,110182,6,"1,56E-05","2,87E-03"
3,112281,12,129645,8,"2,34E-06","2,23E-04"
3,112281,12,131348,8,"7,14E-08","4,74E-05"
3,112281,12,134107,15,"8,31E-10","1,91E-06"
3,112281,12,142281,10,"1,73E-08","3,62E-06"
3,112281,12,143103,10,"1,73E-08","3,62E-06"
3,112281,12,144314,12,"8,31E-10","1,91E-06"
3,112281,12,146137,19,"3,17E-10","1,64E-07"
3,112281,12,148149,16,"3,17E-10","1,64E-07"
3,112281,12,152564,11,"8,40E-10","1,91E-06"
3,112281,12,160802,15,"3,17E-10","1,64E-07"
3,112281,12,166301,8,"2,34E-06","2,23E-04"
3,112281,12,182847,8,"2,34E-06","2,23E-04"
3,112281,12,189456,9,"4,80E-09","5,47E-06"
3,112281,12,199012,11,"8,40E-10","1,91E-06"
3,112281,12,321639,6,"2,03E-04","8,01E-03"
3,112281,12,338032,8,"2,34E-06","2,23E-04"
3,116928,12,44801,6,"1,56E-05","2,87E-03"
3,116928,12,101926,7,"2,32E-05","1,44E-03"
3,116928,12,125157,6,"2,03E-04","8,01E-03"
3,116928,12,128150,11,"8,40E-10","1,91E-06"
3,116928,12,129645,14,"3,17E-10","1,64E-07"
3,116928,12,131348,6,"1,56E-05","2,87E-03"
3,116928,12,134107,15,"8,31E-10","1,91E-06"
3,116928,12,139354,11,"8,40E-10","1,91E-06"
3,116928,12,142281,9,"2,10E-07","3,01E-05"
3,116928,12,143103,7,"1,12E-06","4,06E-04"
3,116928,12,144314,11,"8,40E-10","1,91E-06"
3,116928,12,146137,10,"1,73E-08","3,62E-06"
3,116928,12,147313,6,"1,56E-05","2,87E-03"
3,116928,12,148149,19,"3,17E-10","1,64E-07"
3,116928,12,149156,7,"1,12E-06","4,06E-04"
3,116928,12,152564,8,"2,34E-06","2,23E-04"
3,116928,12,160802,9,"2,10E-07","3,01E-05"
3,116928,12,166301,11,"1,56E-09","4,62E-07"
3,116928,12,173326,7,"1,12E-06","4,06E-04"
3,116928,12,182847,11,"1,56E-09","4,62E-07"
3,116928,12,189456,7,"1,12E-06","4,06E-04"
3,116928,12,195375,12,"8,31E-10","1,91E-06"
3,116928,12,318887,6,"2,03E-04","8,01E-03"
3,121547,12,15600,6,"2,03E-04","8,01E-03"
3,121547,12,22161,6,"2,03E-04","8,01E-03"
3,121547,12,28832,6,"2,03E-04","8,01E-03"
3,121547,12,32576,8,"2,34E-06","2,23E-04"
3,121547,12,36209,8,"2,34E-06","2,23E-04"
3,121547,12,48509,13,"3,22E-10","1,64E-07"
3,121547,12,64394,8,"7,14E-08","4,74E-05"
3,121547,12,69112,12,"4,01E-10","1,64E-07"
3,121547,12,87022,7,"2,32E-05","1,44E-03"
3,121547,12,92867,8,"2,34E-06","2,23E-04"
3,121547,12,101926,9,"2,10E-07","3,01E-05"
3,121547,12,107231,11,"1,56E-09","4,62E-07"
3,121547,12,110182,9,"2,10E-07","3,01E-05"
3,121547,12,112980,8,"2,34E-06","2,23E-04"
3,121547,12,122798,9,"4,80E-09","5,47E-06"
3,121547,12,126546,6,"2,03E-04","8,01E-03"
3,121547,12,129645,38,"3,17E-10","1,64E-07"
3,121547,12,131348,11,"1,56E-09","4,62E-07"
3,121547,12,134107,14,"8,31E-10","1,91E-06"
3,121547,12,139354,6,"1,56E-05","2,87E-03"
3,121547,12,142281,6,"2,03E-04","8,01E-03"
3,121547,12,143103,22,"3,17E-10","1,64E-07"
3,121547,12,144314,8,"2,34E-06","2,23E-04"
3,121547,12,146137,6,"2,03E-04","8,01E-03"
3,121547,12,148149,29,"3,17E-10","1,64E-07"
3,121547,12,152564,15,"3,17E-10","1,64E-07"
3,121547,12,160802,20,"3,17E-10","1,64E-07"
3,121547,12,173326,8,"7,14E-08","4,74E-05"
3,121547,12,180596,13,"3,22E-10","1,64E-07"
3,121547,12,182847,11,"1,56E-09","4,62E-07"
3,121547,12,205293,11,"1,56E-09","4,62E-07"
3,121547,12,314536,7,"1,12E-06","4,06E-04"
3,121547,12,387742,6,"2,03E-04","8,01E-03"
3,125357,12,152564,6,"1,56E-05","2,87E-03"
3,126012,12,148149,7,"1,12E-06","4,06E-04"
3,127402,12,43985,6,"2,03E-04","8,01E-03"
3,127402,12,69112,6,"2,03E-04","8,01E-03"
3,127402,12,92867,10,"1,73E-08","3,62E-06"
3,127402,12,101926,7,"2,32E-05","1,44E-03"
3,127402,12,129645,18,"3,17E-10","1,64E-07"
3,127402,12,142281,6,"2,03E-04","8,01E-03"
3,127402,12,143103,16,"3,17E-10","1,64E-07"
3,127402,12,146137,12,"4,01E-10","1,64E-07"
3,127402,12,148149,15,"3,17E-10","1,64E-07"
3,127402,12,152564,7,"2,32E-05","1,44E-03"
3,127402,12,160802,8,"2,34E-06","2,23E-04"
3,127402,12,180596,9,"2,10E-07","3,01E-05"
3,127402,12,182847,10,"1,73E-08","3,62E-06"
3,127402,12,314536,6,"2,03E-04","8,01E-03"
3,127402,12,338032,7,"2,32E-05","1,44E-03"
3,127402,12,759939,6,"1,56E-05","2,87E-03"
3,128908,12,69112,7,"2,32E-05","1,44E-03"
3,128908,12,72510,8,"2,34E-06","2,23E-04"
3,128908,12,107231,9,"2,10E-07","3,01E-05"
3,128908,12,108814,6,"2,03E-04","8,01E-03"
3,128908,12,144314,10,"1,03E-09","1,91E-06"
3,128908,12,148149,8,"2,34E-06","2,23E-04"
3,128908,12,152564,7,"1,12E-06","4,06E-04"
3,128908,12,160802,12,"4,01E-10","1,64E-07"
3,128908,12,182847,6,"2,03E-04","8,01E-03"
3,128908,12,186933,9,"2,10E-07","3,01E-05"
3,128908,12,376282,6,"2,03E-04","8,01E-03"
3,130213,12,22161,6,"2,03E-04","8,01E-03"
3,130213,12,37856,6,"2,03E-04","8,01E-03"
3,130213,12,83084,7,"2,32E-05","1,44E-03"
3,130213,12,92867,10,"1,73E-08","3,62E-06"
3,130213,12,107231,6,"2,03E-04","8,01E-03"
3,130213,12,129645,10,"1,73E-08","3,62E-06"
3,130213,12,131348,8,"2,34E-06","2,23E-04"
3,130213,12,134107,7,"2,32E-05","1,44E-03"
3,130213,12,142281,13,"3,22E-10","1,64E-07"
3,130213,12,143103,11,"1,56E-09","4,62E-07"
3,130213,12,146137,10,"1,73E-08","3,62E-06"
3,130213,12,148149,22,"3,17E-10","1,64E-07"
3,130213,12,152564,8,"2,34E-06","2,23E-04"
3,130213,12,160802,12,"4,01E-10","1,64E-07"
3,130213,12,173326,8,"2,34E-06","2,23E-04"
3,130213,12,182847,7,"2,32E-05","1,44E-03"
3,130213,12,213102,10,"1,73E-08","3,62E-06"
3,130213,12,234066,7,"2,32E-05","1,44E-03"
3,130213,12,280732,6,"2,03E-04","8,01E-03"
3,130213,12,502764,6,"1,56E-05","2,87E-03"
3,134426,12,22161,13,"3,22E-10","1,64E-07"
3,134426,12,32576,7,"2,32E-05","1,44E-03"
3,134426,12,36209,12,"4,01E-10","1,64E-07"
3,134426,12,42595,7,"2,32E-05","1,44E-03"
3,134426,12,43985,8,"2,34E-06","2,23E-04"
3,134426,12,64394,10,"1,73E-08","3,62E-06"
3,134426,12,69112,13,"3,22E-10","1,64E-07"
3,134426,12,72510,6,"2,03E-04","8,01E-03"
3,134426,12,92867,7,"2,32E-05","1,44E-03"
3,134426,12,107231,13,"3,22E-10","1,64E-07"
3,134426,12,125157,7,"2,32E-05","1,44E-03"
3,134426,12,129645,15,"3,17E-10","1,64E-07"
3,134426,12,131348,7,"2,32E-05","1,44E-03"
3,134426,12,142281,11,"1,56E-09","4,62E-07"
3,134426,12,143103,12,"4,01E-10","1,64E-07"
3,134426,12,144314,10,"1,73E-08","3,62E-06"
3,134426,12,146137,15,"3,17E-10","1,64E-07"
3,134426,12,148149,20,"3,17E-10","1,64E-07"
3,134426,12,152564,7,"2,32E-05","1,44E-03"
3,134426,12,160802,18,"3,17E-10","1,64E-07"
3,134426,12,166301,8,"2,34E-06","2,23E-04"
3,134426,12,173326,6,"2,03E-04","8,01E-03"
3,134426,12,182847,11,"1,56E-09","4,62E-07"
3,134426,12,187939,6,"2,03E-04","8,01E-03"
3,134426,12,195375,8,"2,34E-06","2,23E-04"
3,134426,12,205293,7,"2,32E-05","1,44E-03"
3,134426,12,234066,8,"2,34E-06","2,23E-04"
3,134426,12,244330,6,"2,03E-04","8,01E-03"
3,134426,12,276680,7,"2,32E-05","1,44E-03"
3,134426,12,281830,7,"2,32E-05","1,44E-03"
3,134426,12,317262,8,"2,34E-06","2,23E-04"
3,134426,12,423310,7,"2,32E-05","1,44E-03"
3,137763,12,28832,6,"2,03E-04","8,01E-03"
3,137763,12,38681,6,"2,03E-04","8,01E-03"
3,137763,12,41239,6,"1,56E-05","2,87E-03"
3,137763,12,42595,8,"2,34E-06","2,23E-04"
3,137763,12,43985,8,"2,34E-06","2,23E-04"
3,137763,12,48509,9,"2,10E-07","3,01E-05"
3,137763,12,64394,6,"2,03E-04","8,01E-03"
3,137763,12,69112,6,"2,03E-04","8,01E-03"
3,137763,12,107231,9,"2,10E-07","3,01E-05"
3,137763,12,110182,6,"2,03E-04","8,01E-03"
3,137763,12,112980,8,"2,34E-06","2,23E-04"
3,137763,12,122798,7,"2,32E-05","1,44E-03"
3,137763,12,129645,15,"3,17E-10","1,64E-07"
3,137763,12,143103,15,"3,17E-10","1,64E-07"
3,137763,12,146137,8,"2,34E-06","2,23E-04"
3,137763,12,148149,19,"3,17E-10","1,64E-07"
3,137763,12,152564,6,"2,03E-04","8,01E-03"
3,137763,12,160802,11,"1,56E-09","4,62E-07"
3,137763,12,166301,7,"2,32E-05","1,44E-03"
3,137763,12,180596,6,"2,03E-04","8,01E-03"
3,137763,12,182847,7,"2,32E-05","1,44E-03"
3,137763,12,205293,6,"2,03E-04","8,01E-03"
3,137763,12,353111,6,"2,03E-04","8,01E-03"
3,137763,12,923206,8,"2,34E-06","2,23E-04"
3,140245,12,129645,8,"2,34E-06","2,23E-04"
3,140245,12,182847,10,"1,73E-08","3,62E-06"
3,140245,12,423310,6,"2,03E-04","8,01E-03"
3,140245,12,425604,6,"2,03E-04","8,01E-03"
3,141492,12,92867,8,"7,14E-08","4,74E-05"
3,141492,12,142281,6,"1,56E-05","2,87E-03"
3,141492,12,148149,13,"3,22E-10","1,64E-07"
3,141492,12,160802,7,"2,32E-05","1,44E-03"
3,141492,12,205293,6,"1,56E-05","2,87E-03"
3,147634,12,338032,7,"2,32E-05","1,44E-03"
3,153231,12,36209,7,"2,32E-05","1,44E-03"
3,153231,12,48509,6,"2,03E-04","8,01E-03"
3,153231,12,72510,8,"2,34E-06","2,23E-04"
3,153231,12,83084,9,"2,10E-07","3,01E-05"
3,153231,12,90075,6,"2,03E-04","8,01E-03"
3,153231,12,143103,8,"2,34E-06","2,23E-04"
3,153231,12,146137,6,"2,03E-04","8,01E-03"
3,153231,12,148149,16,"3,17E-10","1,64E-07"
3,153231,12,160802,13,"3,22E-10","1,64E-07"
3,153231,12,205293,7,"2,32E-05","1,44E-03"
3,153231,12,528826,6,"2,03E-04","8,01E-03"
3,153231,12,928565,7,"2,32E-05","1,44E-03"
3,154372,12,22161,11,"1,56E-09","4,62E-07"
3,154372,12,37856,7,"2,32E-05","1,44E-03"
3,154372,12,48509,6,"2,03E-04","8,01E-03"
3,154372,12,69112,6,"2,03E-04","8,01E-03"
3,154372,12,72510,7,"2,32E-05","1,44E-03"
3,154372,12,83084,6,"1,56E-05","2,87E-03"
3,154372,12,126168,6,"2,03E-04","8,01E-03"
3,154372,12,126546,8,"2,34E-06","2,23E-04"
3,154372,12,129645,14,"3,17E-10","1,64E-07"
3,154372,12,139354,8,"7,14E-08","4,74E-05"
3,154372,12,148149,8,"2,34E-06","2,23E-04"
3,154372,12,160802,6,"2,03E-04","8,01E-03"
3,154372,12,199012,8,"2,34E-06","2,23E-04"
3,154372,12,211324,9,"2,10E-07","3,01E-05"
3,154372,12,234066,6,"2,03E-04","8,01E-03"
3,154372,12,246048,6,"2,03E-04","8,01E-03"
3,154372,12,280732,6,"2,03E-04","8,01E-03"
3,154372,12,323625,6,"2,03E-04","8,01E-03"
3,154372,12,353111,6,"2,03E-04","8,01E-03"
3,154372,12,354800,6,"2,03E-04","8,01E-03"
3,154372,12,637541,10,"1,73E-08","3,62E-06"
3,154372,12,710537,6,"2,03E-04","8,01E-03"
3,154372,12,1028238,6,"2,03E-04","8,01E-03"
3,156378,12,42595,6,"2,03E-04","8,01E-03"
3,156378,12,129645,8,"2,34E-06","2,23E-04"
3,156378,12,143103,14,"3,17E-10","1,64E-07"
3,158715,12,32576,7,"2,32E-05","1,44E-03"
3,158715,12,56963,6,"1,56E-05","2,87E-03"
3,158715,12,87022,7,"1,12E-06","4,06E-04"
3,158715,12,129645,6,"2,03E-04","8,01E-03"
3,158715,12,139354,7,"1,12E-06","4,06E-04"
3,158715,12,148149,6,"2,03E-04","8,01E-03"
3,158715,12,972067,6,"1,56E-05","2,87E-03"
3,161017,12,244330,7,"2,32E-05","1,44E-03"
3,161017,12,297382,6,"2,03E-04","8,01E-03"
3,162362,12,101926,9,"2,10E-07","3,01E-05"
3,162362,12,129645,11,"1,56E-09","4,62E-07"
3,162362,12,308487,6,"2,03E-04","8,01E-03"
3,162362,12,323625,6,"2,03E-04","8,01E-03"
3,162362,12,1031586,6,"2,03E-04","8,01E-03"
3,163727,12,39929,6,"2,03E-04","8,01E-03"
3,163727,12,129645,6,"2,03E-04","8,01E-03"
3,163727,12,205293,11,"1,56E-09","4,62E-07"
3,167383,12,36209,7,"1,12E-06","4,06E-04"
3,167383,12,39929,6,"2,03E-04","8,01E-03"
3,167383,12,69112,7,"2,32E-05","1,44E-03"
3,167383,12,101926,7,"2,32E-05","1,44E-03"
3,167383,12,129645,9,"2,10E-07","3,01E-05"
3,167383,12,148149,9,"2,10E-07","3,01E-05"
3,167383,12,160802,6,"2,03E-04","8,01E-03"
3,167383,12,205293,7,"2,32E-05","1,44E-03"
3,167383,12,211324,9,"2,10E-07","3,01E-05"
3,167383,12,263881,6,"1,56E-05","2,87E-03"
3,167383,12,308487,6,"1,56E-05","2,87E-03"
3,167383,12,399442,11,"8,40E-10","1,91E-06"
3,167383,12,985409,6,"2,03E-04","8,01E-03"
3,171686,12,17892,8,"2,34E-06","2,23E-04"
3,171686,12,22161,7,"2,32E-05","1,44E-03"
3,171686,12,38681,6,"2,03E-04","8,01E-03"
3,171686,12,39929,6,"2,03E-04","8,01E-03"
3,171686,12,43985,7,"2,32E-05","1,44E-03"
3,171686,12,60149,6,"2,03E-04","8,01E-03"
3,171686,12,69112,9,"2,10E-07","3,01E-05"
3,171686,12,81595,9,"2,10E-07","3,01E-05"
3,171686,12,87022,8,"2,34E-06","2,23E-04"
3,171686,12,129645,11,"1,56E-09","4,62E-07"
3,171686,12,142281,7,"2,32E-05","1,44E-03"
3,171686,12,143103,11,"1,56E-09","4,62E-07"
3,171686,12,148149,14,"3,17E-10","1,64E-07"
3,171686,12,166301,7,"2,32E-05","1,44E-03"
3,171686,12,173326,10,"1,73E-08","3,62E-06"
3,171686,12,182847,10,"1,73E-08","3,62E-06"
3,171686,12,191877,6,"2,03E-04","8,01E-03"
3,171686,12,199012,11,"1,56E-09","4,62E-07"
3,171686,12,211324,7,"2,32E-05","1,44E-03"
3,171686,12,230023,8,"2,34E-06","2,23E-04"
3,171686,12,258616,8,"2,34E-06","2,23E-04"
3,171686,12,276680,6,"2,03E-04","8,01E-03"
3,171686,12,301785,7,"2,32E-05","1,44E-03"
3,171686,12,308487,8,"2,34E-06","2,23E-04"
3,171686,12,323625,11,"1,56E-09","4,62E-07"
3,171686,12,338032,6,"2,03E-04","8,01E-03"
3,171686,12,360239,11,"1,56E-09","4,62E-07"
3,171686,12,411816,11,"1,56E-09","4,62E-07"
3,171686,12,615206,8,"2,34E-06","2,23E-04"
3,171686,12,1028238,6,"2,03E-04","8,01E-03"
3,173469,12,22161,6,"2,03E-04","8,01E-03"
3,173469,12,36209,7,"2,32E-05","1,44E-03"
3,173469,12,69112,6,"2,03E-04","8,01E-03"
3,173469,12,72510,11,"1,56E-09","4,62E-07"
3,173469,12,112980,10,"1,73E-08","3,62E-06"
3,173469,12,134107,8,"7,14E-08","4,74E-05"
3,173469,12,148149,6,"2,03E-04","8,01E-03"
3,173469,12,160802,11,"1,56E-09","4,62E-07"
3,173469,12,173326,8,"2,34E-06","2,23E-04"
3,173469,12,267736,6,"2,03E-04","8,01E-03"
3,173469,12,280732,6,"2,03E-04","8,01E-03"
3,173469,12,333978,7,"2,32E-05","1,44E-03"
3,173469,12,342163,7,"2,32E-05","1,44E-03"
3,173469,12,770266,6,"2,03E-04","8,01E-03"
3,173469,12,970904,6,"1,56E-05","2,87E-03"
3,175107,12,17892,7,"2,32E-05","1,44E-03"
3,175107,12,28832,8,"2,34E-06","2,23E-04"
3,175107,12,32576,6,"2,03E-04","8,01E-03"
3,175107,12,36209,9,"2,10E-07","3,01E-05"
3,175107,12,38681,9,"2,10E-07","3,01E-05"
3,175107,12,39929,11,"1,56E-09","4,62E-07"
3,175107,12,43985,7,"2,32E-05","1,44E-03"
3,175107,12,69112,17,"3,17E-10","1,64E-07"
3,175107,12,72510,6,"2,03E-04","8,01E-03"
3,175107,12,83084,6,"1,56E-05","2,87E-03"
3,175107,12,92867,6,"2,03E-04","8,01E-03"
3,175107,12,101926,6,"1,56E-05","2,87E-03"
3,175107,12,107231,6,"2,03E-04","8,01E-03"
3,175107,12,110182,6,"2,03E-04","8,01E-03"
3,175107,12,127143,7,"1,12E-06","4,06E-04"
3,175107,12,129645,6,"2,03E-04","8,01E-03"
3,175107,12,160802,6,"2,03E-04","8,01E-03"
3,175107,12,180596,11,"1,56E-09","4,62E-07"
3,175107,12,189456,11,"8,40E-10","1,91E-06"
3,175107,12,199012,8,"2,34E-06","2,23E-04"
3,175107,12,246048,7,"2,32E-05","1,44E-03"
3,175107,12,308487,7,"2,32E-05","1,44E-03"
3,175107,12,314536,8,"2,34E-06","2,23E-04"
3,175107,12,326415,6,"2,03E-04","8,01E-03"
3,175107,12,333978,9,"2,10E-07","3,01E-05"
3,175107,12,338032,6,"2,03E-04","8,01E-03"
3,175107,12,347076,8,"2,34E-06","2,23E-04"
3,175107,12,351168,9,"2,10E-07","3,01E-05"
3,175107,12,407421,7,"2,32E-05","1,44E-03"
3,175107,12,434708,7,"2,32E-05","1,44E-03"
3,175107,12,758589,6,"1,56E-05","2,87E-03"
3,175107,12,876359,6,"1,56E-05","2,87E-03"
3,175107,12,914114,6,"2,03E-04","8,01E-03"
3,175107,12,1047232,6,"2,03E-04","8,01E-03"
3,177565,12,37856,6,"2,03E-04","8,01E-03"
3,177565,12,48509,12,"4,01E-10","1,64E-07"
3,177565,12,69112,11,"1,56E-09","4,62E-07"
3,177565,12,129645,9,"2,10E-07","3,01E-05"
3,177565,12,146137,6,"2,03E-04","8,01E-03"
3,177565,12,148149,9,"2,10E-07","3,01E-05"
3,177565,12,182847,7,"2,32E-05","1,44E-03"
3,177565,12,234066,6,"2,03E-04","8,01E-03"
3,177565,12,301785,6,"2,03E-04","8,01E-03"
3,177565,12,338032,8,"2,34E-06","2,23E-04"
3,177565,12,342163,9,"2,10E-07","3,01E-05"
3,179419,12,36209,10,"1,73E-08","3,62E-06"
3,179419,12,182847,9,"2,10E-07","3,01E-05"
3,179419,12,759939,6,"2,03E-04","8,01E-03"
